"RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT"
0.979794835197855,96.1278313275217,13087,2426,7.97096355161611,2.79339155012621,0.630446185645824,97.8574982952137,8.80319986736301
0.911238630847818,97.2573693336636,11061,3327,8.87415242744779,2.90239711307062,0.655047871495907,98.3730492940302,9.47085757893733
0.927842721431213,97.1468607683625,11697,3327,8.53483799264769,2.8533058414805,0.632541500651556,98.3593476314663,8.87505487751339
0.955109906619822,96.9097406034939,12365,3327,8.29073999191266,2.83073735482679,0.640606350415139,98.1906526506844,9.27493526207697
0.862509823409763,97.181978058789,10902,3327,8.51550174279949,2.84564687453588,0.635566854236655,98.2916003684784,8.79423058911679
0.944194003675111,96.6779823093474,11543,3327,8.75864160097028,2.89127836942348,0.65080020971702,98.1180970595267,9.68447380840019
1.25326122757951,97.0728931026036,13778,3327,9.77957613586878,3.04048805068039,0.67908405747999,98.317796060689,10.4001676573693
0.98447178947855,96.8597527422136,12362,3327,8.5432777867659,2.85242334047516,0.654719756115202,98.1859202465241,8.99193683856879
0.968463604266827,97.2217819751452,11866,3327,8.78838698803304,2.89347824591797,0.64790366685593,98.3032359713974,8.8295930329928
0.948898044563609,96.8799954327472,13240,3327,7.69010574018127,2.73197852453463,0.616585755756778,98.319631574941,8.54743982132517
0.919500046227811,95.6225451688924,11817,3327,8.24083946856224,2.80264317002461,0.625962103400798,97.3527101335428,8.50802368488801
0.974648379715237,97.4663726979657,11691,3327,8.99948678470618,2.92348933764801,0.661596467745365,98.6965946566866,8.93350662418246
0.924339520155326,95.7997968273814,13468,2331,7.28215028215028,2.6556535611578,0.591639273581049,97.3763382042666,7.95420090959866
1.12034724308894,97.321997018173,12790,3327,9.4419077404222,2.99890916039491,0.680531023676326,98.4115727122537,10.2358759430008
0.950857309194712,97.3013777976128,11339,3327,9.03704030337772,2.92822358621156,0.655683795638351,98.4047553483426,8.82734241908007
0.953042295557507,97.0536687035195,12109,3327,8.46023618795937,2.84492575625573,0.633806243570919,98.4065179290417,8.85080095432856
0.90500871105307,97.010026437871,11928,3327,8.15207914151576,2.78923550924353,0.629508200377788,98.2860278345887,8.58087274627646
1.01200984074519,97.5706154203023,11916,3327,9.17782813024505,2.9384764394506,0.648298276494391,98.8615884231751,9.25499039505554
1.03599051752034,97.3488347771522,12511,3327,8.92814323395412,2.93521032165791,0.660688888728285,98.4791968067491,9.21446628068172
0.959904236200999,97.3145840191883,11476,3327,9.01533635413036,2.92656305560863,0.651993793781802,98.640831491323,9.31267205399165
1.03550295857988,96.9674246651786,12433,3327,8.94474382691225,2.9390391550913,0.672633992743935,98.1375558035714,9.39656036066121
1.00495829384708,96.8285342078074,12366,3327,8.71542940320233,2.90279561191222,0.648330856531846,98.1716904002516,9.30828861061419
0.916385086330436,96.8313710034977,11417,3190,8.6081282298327,2.87217748058572,0.648227541552952,98.2117345682053,9.21086675291074
1.07797475961538,97.0132002144197,13436,3327,8.62057159869009,2.88269454851751,0.657845054091518,98.4370812114715,9.35940113084335
0.872432550735022,96.0042224223043,12888,2729,7.19785847299814,2.64953779675469,0.619533469066852,97.718029122295,8.01340914877366
0.833671614968565,96.1086923560119,12284,2949,7.22411266688375,2.6580511068425,0.623563388177163,97.6487534386033,7.69046400545889
1.03503345737796,97.0096653756237,11962,3327,9.29677311486373,2.96282141817287,0.670497463281494,98.2466240971423,9.7200310693018
1.06999323918269,96.5901036216964,14518,3327,7.88448822151812,2.76646998729406,0.627784488202084,98.0305127080028,8.60038495706248
